Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[single cell well quality]	Material Type	Characteristics[cell]	Characteristics[organism]	Characteristics[organism part]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[treatment]	Characteristics[phenotype]	Characteristics[inferred lineage]	Characteristics[inferred trophectoderm subpopulation]	Characteristics[inferred pseudo-time]	Protocol REF	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell]
E4.31_5_1.2	ERS887991	SAMEA3580842	OK	cell	69	Homo sapiens	embryo	E4.31_5_1	embryonic day 4	No	not applicable	not applicable	not applicable	4.794289877	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.31_5_1.2	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.31_5_1.2	sequencing assay	ERX1120953	E4.31_5_1.2.fastq.gz	E4.31_5_1.2.fastq.gz	ERR1041471	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041471/ERR1041471.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	69
E4.31_5_1.3	ERS887992	SAMEA3580843	OK	cell	70	Homo sapiens	embryo	E4.31_5_1	embryonic day 4	No	not applicable	not applicable	not applicable	6.337437633	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.31_5_1.3	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.31_5_1.3	sequencing assay	ERX1120954	E4.31_5_1.3.fastq.gz	E4.31_5_1.3.fastq.gz	ERR1041472	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1041472/ERR1041472.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	70
E4.31_5_1.4	ERS887993	SAMEA3580844	OK	cell	71	Homo sapiens	embryo	E4.31_5_1	embryonic day 4	No	not applicable	not applicable	not applicable	6.218483663	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.31_5_1.4	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.31_5_1.4	sequencing assay	ERX1120955	E4.31_5_1.4.fastq.gz	E4.31_5_1.4.fastq.gz	ERR1041473	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1041473/ERR1041473.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	71
E4.31_5_1.6	ERS887994	SAMEA3580845	OK	cell	72	Homo sapiens	embryo	E4.31_5_1	embryonic day 4	No	not applicable	not applicable	not applicable	5.466169456	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.31_5_1.6	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.31_5_1.6	sequencing assay	ERX1120956	E4.31_5_1.6.fastq.gz	E4.31_5_1.6.fastq.gz	ERR1041474	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1041474/ERR1041474.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	72
E4.31_5_1.8	ERS887995	SAMEA3580846	OK	cell	73	Homo sapiens	embryo	E4.31_5_1	embryonic day 4	No	not applicable	not applicable	not applicable	5.521587321	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.31_5_1.8	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.31_5_1.8	sequencing assay	ERX1120957	E4.31_5_1.8.fastq.gz	E4.31_5_1.8.fastq.gz	ERR1041475	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041475/ERR1041475.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	73
E4.31_5_1.9	ERS887996	SAMEA3580847	OK	cell	74	Homo sapiens	embryo	E4.31_5_1	embryonic day 4	No	not applicable	not applicable	not applicable	5.465136814	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.31_5_1.9	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.31_5_1.9	sequencing assay	ERX1120958	E4.31_5_1.9.fastq.gz	E4.31_5_1.9.fastq.gz	ERR1041476	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041476/ERR1041476.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	74
E4.4.492	ERS887997	SAMEA3580848	OK	cell	75	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.62814014	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.492	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.492	sequencing assay	ERX1120959	E4.4.492.fastq.gz	E4.4.492.fastq.gz	ERR1041477	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041477/ERR1041477.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	75
E4.4.493	ERS887998	SAMEA3580849	OK	cell	76	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.749950997	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.493	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.493	sequencing assay	ERX1120960	E4.4.493.fastq.gz	E4.4.493.fastq.gz	ERR1041478	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041478/ERR1041478.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	76
E4.4.494	ERS887999	SAMEA3580850	OK	cell	77	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.980308074	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.494	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.494	sequencing assay	ERX1120961	E4.4.494.fastq.gz	E4.4.494.fastq.gz	ERR1041479	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041479/ERR1041479.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	77
E4.4.495	ERS888000	SAMEA3580851	OK	cell	78	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.496038302	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.495	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.495	sequencing assay	ERX1120962	E4.4.495.fastq.gz	E4.4.495.fastq.gz	ERR1041480	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1041480/ERR1041480.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	78
E4.4.496	ERS888001	SAMEA3580852	OK	cell	79	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	8.030628754	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.496	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.496	sequencing assay	ERX1120963	E4.4.496.fastq.gz	E4.4.496.fastq.gz	ERR1041481	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041481/ERR1041481.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	79
E4.4.497	ERS888002	SAMEA3580853	OK	cell	80	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.713214961	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.497	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.497	sequencing assay	ERX1120964	E4.4.497.fastq.gz	E4.4.497.fastq.gz	ERR1041482	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1041482/ERR1041482.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	80
E4.4.498	ERS888003	SAMEA3580854	OK	cell	81	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.768946994	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.498	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.498	sequencing assay	ERX1120965	E4.4.498.fastq.gz	E4.4.498.fastq.gz	ERR1041483	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1041483/ERR1041483.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	81
E4.4.499	ERS888004	SAMEA3580855	OK	cell	82	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.796204865	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.499	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.499	sequencing assay	ERX1120966	E4.4.499.fastq.gz	E4.4.499.fastq.gz	ERR1041484	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1041484/ERR1041484.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	82
E4.4.500	ERS888005	SAMEA3580856	OK	cell	83	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.922378983	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.500	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.500	sequencing assay	ERX1120967	E4.4.500.fastq.gz	E4.4.500.fastq.gz	ERR1041485	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041485/ERR1041485.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	83
E4.4.501	ERS888006	SAMEA3580857	OK	cell	84	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	8.736685677	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.501	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.501	sequencing assay	ERX1120968	E4.4.501.fastq.gz	E4.4.501.fastq.gz	ERR1041486	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041486/ERR1041486.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	84
E4.4.502	ERS888007	SAMEA3580858	OK	cell	85	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.673684653	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.502	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.502	sequencing assay	ERX1120969	E4.4.502.fastq.gz	E4.4.502.fastq.gz	ERR1041487	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041487/ERR1041487.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	85
E4.4.503	ERS888008	SAMEA3580859	OK	cell	86	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.846237771	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.503	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.503	sequencing assay	ERX1120970	E4.4.503.fastq.gz	E4.4.503.fastq.gz	ERR1041488	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041488/ERR1041488.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	86
E4.4.504	ERS888009	SAMEA3580860	OK	cell	87	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.667592086	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.504	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.504	sequencing assay	ERX1120971	E4.4.504.fastq.gz	E4.4.504.fastq.gz	ERR1041489	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041489/ERR1041489.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	87
E4.4.505	ERS888010	SAMEA3580861	OK	cell	88	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.598367589	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.505	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.505	sequencing assay	ERX1120972	E4.4.505.fastq.gz	E4.4.505.fastq.gz	ERR1041490	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1041490/ERR1041490.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	88
E4.4.506	ERS888011	SAMEA3580862	OK	cell	89	Homo sapiens	embryo	E4.4	embryonic day 4	No	Uncompacted	not applicable	not applicable	7.643232694	P-MTAB-46795	P-MTAB-46796	Sophie Petropolous	E4.4.506	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq	P-MTAB-46797	Sophie Petropolous	E4.4.506	sequencing assay	ERX1120973	E4.4.506.fastq.gz	E4.4.506.fastq.gz	ERR1041491	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041491/ERR1041491.fastq.gz	P-MTAB-46798	rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.2.zip	P-MTAB-46799	counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.1.zip	P-MTAB-46800	ercc.rpkm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.4.zip	P-MTAB-46801	ercc.counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3929/E-MTAB-3929.processed.3.zip	89
